authors,authors$meta.confidence,authors$meta.note,authors$meta.source,authors$meta.updated,docId,docId$meta.confidence,docId$meta.note,docId$meta.source,docId$meta.updated,docLabel,docLabel$meta.confidence,docLabel$meta.note,docLabel$meta.source,docLabel$meta.updated,docTitle,docTitle$meta.confidence,docTitle$meta.note,docTitle$meta.source,docTitle$meta.updated,docType,docType$meta.confidence,docType$meta.note,docType$meta.source,docType$meta.updated,doi,doi$meta.confidence,doi$meta.note,doi$meta.source,doi$meta.updated,href,href$meta.confidence,href$meta.note,href$meta.source,href$meta.updated,publisher,publisher$meta.confidence,publisher$meta.note,publisher$meta.source,publisher$meta.updated,resolvedHref,resolvedHref$meta.confidence,resolvedHref$meta.note,resolvedHref$meta.originalValue,resolvedHref$meta.source,resolvedHref$meta.updated,status.active,status.active$meta.confidence,status.active$meta.note,status.active$meta.source,status.active$meta.updated,publicationDate,publicationDate$meta.confidence,publicationDate$meta.note,publicationDate$meta.source,publicationDate$meta.updated,details,details$meta.confidence,details$meta.note,details$meta.source,details$meta.updated,status.stabilized,status.stabilized$meta.confidence,status.stabilized$meta.note,status.stabilized$meta.source,status.stabilized$meta.updated,status.superseded,status.superseded$meta.confidence,status.superseded$meta.note,status.superseded$meta.source,status.superseded$meta.updated,status.supersededBy,status.supersededBy$meta.confidence,status.supersededBy$meta.note,status.supersededBy$meta.source,status.supersededBy$meta.updated,status.amended,status.amended$meta.confidence,status.amended$meta.note,status.amended$meta.source,status.amended$meta.updated,status.amendedBy,status.amendedBy$meta.confidence,status.amendedBy$meta.note,status.amendedBy$meta.source,status.amendedBy$meta.updated,status.reaffirmed,status.reaffirmed$meta.confidence,status.reaffirmed$meta.note,status.reaffirmed$meta.source,status.reaffirmed$meta.updated,group,group$meta.confidence,group$meta.note,group$meta.source,group$meta.updated,keywords,keywords$meta.confidence,keywords$meta.note,keywords$meta.source,keywords$meta.updated,references.normative,references.normative$meta.confidence,references.normative$meta.note,references.normative$meta.source,references.normative$meta.updated,status.draft,status.draft$meta.confidence,status.draft$meta.note,status.draft$meta.source,status.draft$meta.updated,status.unknown,status.unknown$meta.confidence,status.unknown$meta.note,status.unknown$meta.source,status.unknown$meta.updated,status.withdrawn,status.withdrawn$meta.confidence,status.withdrawn$meta.note,status.withdrawn$meta.source,status.withdrawn$meta.updated,status.supersededDate,status.supersededDate$meta.confidence,status.supersededDate$meta.note,status.supersededDate$meta.source,status.supersededDate$meta.updated,status.statusNote,status.statusNote$meta.confidence,status.statusNote$meta.note,status.statusNote$meta.source,status.statusNote$meta.updated,references.bibliographic,references.bibliographic$meta.confidence,references.bibliographic$meta.note,references.bibliographic$meta.source,references.bibliographic$meta.updated,status.amendedDate,status.amendedDate$meta.confidence,status.amendedDate$meta.note,status.amendedDate$meta.source,status.amendedDate$meta.updated,docNumber,docNumber$meta.confidence,docNumber$meta.note,docNumber$meta.source,docNumber$meta.updated,docPart,docPart$meta.confidence,docPart$meta.note,docPart$meta.source,docPart$meta.updated,status.withdrawnDate,status.withdrawnDate$meta.confidence,status.withdrawnDate$meta.note,status.withdrawnDate$meta.source,status.withdrawnDate$meta.updated,repo,repo$meta.confidence,repo$meta.note,repo$meta.source,repo$meta.updated,relatedDocs,relatedDocs$meta.confidence,relatedDocs$meta.note,relatedDocs$meta.source,relatedDocs$meta.updated,status.reaffirmDate,status.reaffirmDate$meta.confidence,status.reaffirmDate$meta.note,status.reaffirmDate$meta.source,status.reaffirmDate$meta.updated,workInfo.review,workInfo.review$meta.confidence,workInfo.review$meta.note,workInfo.review$meta.source,workInfo.review$meta.updated,href$meta.originalValue,href$meta.overridden,publicationDate$meta.originalValue,publicationDate$meta.overridden,releaseTag,releaseTag$meta.confidence,releaseTag$meta.note,releaseTag$meta.originalValue,releaseTag$meta.source,releaseTag$meta.updated,status.latestVersion,status.latestVersion$meta.confidence,status.latestVersion$meta.note,status.latestVersion$meta.originalValue,status.latestVersion$meta.source,status.latestVersion$meta.updated,status.state,status.state$meta.confidence,status.state$meta.note,status.state$meta.originalValue,status.state$meta.source,status.state$meta.updated,status.superseded$meta.originalValue,status.versionless,status.versionless$meta.confidence,status.versionless$meta.note,status.versionless$meta.originalValue,status.versionless$meta.source,status.versionless$meta.updated,references.bibliographic$meta.originalValue,references.bibliographic$meta.overridden,references.normative$meta.originalValue,references.normative$meta.overridden,docId$meta.originalValue,docId$meta.sourceUrl,docLabel$meta.originalValue,docLabel$meta.sourceUrl,docNumber$meta.originalValue,docNumber$meta.sourceUrl,docTitle$meta.originalValue,docTitle$meta.sourceUrl,docType$meta.originalValue,docType$meta.sourceUrl,group$meta.originalValue,group$meta.sourceUrl,href$meta.sourceUrl,publicationDate$meta.sourceUrl,publisher$meta.originalValue,publisher$meta.sourceUrl,releaseTag$meta.sourceUrl,status.active$meta.originalValue,docLabel$meta.overridden,docNumber$meta.overridden,doi$meta.originalValue,doi$meta.sourceUrl,resolvedHref$meta.sourceUrl,status.amended$meta.originalValue,status.stabilized$meta.originalValue,status.stabilizedDate,status.stabilizedDate$meta.confidence,status.stabilizedDate$meta.note,status.stabilizedDate$meta.source,status.stabilizedDate$meta.updated,status.supersededDate$meta.originalValue,status.supersededBy$meta.originalValue,doi$meta.overridden,status.withdrawnNotice,status.withdrawnNotice$meta.confidence,status.withdrawnNotice$meta.note,status.withdrawnNotice$meta.originalValue,status.withdrawnNotice$meta.source,status.withdrawnNotice$meta.updated,status.withdrawn$meta.originalValue,docTitle$meta.overridden,status.superseded$meta.overridden,docPart$meta.originalValue,docPart$meta.sourceUrl,status.supersededBy$meta.overridden,status.supersededDate$meta.overridden,releaseTag$meta.overridden,status.amendedBy$meta.originalValue,workInfo.project,workInfo.project$meta.confidence,workInfo.project$meta.note,workInfo.project$meta.source,workInfo.project$meta.updated,repo$meta.originalValue,docElement,docElement$meta.confidence,docElement$meta.note,docElement$meta.source,docElement$meta.updated,repo$meta.sourceUrl,status.stage,status.stage$meta.confidence,status.stage$meta.note,status.stage$meta.originalValue,status.stage$meta.source,status.stage$meta.updated,status.publicCd,status.publicCd$meta.confidence,status.publicCd$meta.note,status.publicCd$meta.source,status.publicCd$meta.updated,status.amendedBy$meta.overridden,docId$meta.overridden,status.active$meta.overridden,status.supersededByr,status.supersededByr$meta.confidence,status.supersededByr$meta.note,status.supersededByr$meta.source,status.supersededByr$meta.updated,xmlNamespace,xmlNamespace$meta.confidence,xmlNamespace$meta.source,xmlNamespace$meta.updated,revisionOf,revisionOf$meta.confidence,revisionOf$meta.note,revisionOf$meta.originalValue,revisionOf$meta.source,revisionOf$meta.sourceUrl,revisionOf$meta.updated,status.amended$meta.overridden,publisher$meta.overridden,revisionOf$meta.overridden,docType$meta.overridden,repo$meta.overridden
"[""A. Tulsi Ram""]",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,0141-3910.90.90019-4,high,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,"Polymer Degradation and Stability Volume 29, Issue 1, 1990, Pages 3-29",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Archival preservation of photographic films—A perspective,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Journal Article,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,10.1016/0141-3910(90)90019-4,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://doi.org/10.1016/0141-3910(90)90019-4,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Polymer Degradation and Stability,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://linkinghub.elsevier.com/retrieve/pii/0141391090900194,high,Backfilled from url.validate report #resolvedHref,null,resolved,2025-10-09T06:44:21.851Z,true,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,null,undefined,null,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,null,null,undefined,null,null,null,null,null,null,undefined,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,undefined,undefined,null,null,null,null,undefined,null,null,null,undefined,null,null,null,null,null,null,null,undefined,null,undefined,null
"[""A J Bull"",""H Mills Cartwrigh""]",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,0950-7671.1.3.302,high,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,"Journal of Scientific Instruments, Volume 1, Number 3",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,The measurement of photographic density,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Journal Article,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,10.1088/0950-7671/1/3/302,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://doi.org/10.1088/0950-7671/1/3/302,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Scientific Instruments,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://iopscience.iop.org/article/10.1088/0950-7671/1/3/302,high,undefined,undefined,manual,2025-10-08T18:38:24.856Z,true,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1923-01-01,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,null,null,undefined,null,null,null,null,null,null,undefined,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,undefined,undefined,null,null,null,null,undefined,null,null,null,undefined,null,null,null,null,null,null,null,undefined,null,undefined,null
"[""L. J. Sivian""]",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1.1915182,high,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,"J. Acoust. Soc. of Amer., vol. 1, no. 2, pp. 1, Jan. 1930",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Speech Power and Its Measurement,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Journal Article,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,10.1121/1.1915182,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://doi.org/10.1121/1.1915182,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Acoustical Society of America,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,null,true,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1930-01-01,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,null,null,null,undefined,null,null,null,null,null,null,undefined,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,undefined,undefined,null,null,null,null,undefined,null,null,null,undefined,null,null,null,null,null,null,null,undefined,null,undefined,null
"[""J. A. Pierce"",""F. V. Hunt""]",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1.1915951,high,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,"Jour. Acous. Soc. Amer., vol. 10, pp. 14-28, July 1938.",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,On Distortion in Sound Reproduction from Phonograph Records,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Journal Article,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,10.1121/1.1915951,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://doi.org/10.1121/1.1915951,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Acoustical Society of America,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,null,true,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1938-01-01,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,null,null,null,undefined,null,null,null,null,null,null,undefined,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,undefined,undefined,null,null,null,null,undefined,null,null,null,undefined,null,null,null,null,null,null,null,undefined,null,undefined,null
"[""W. D. Lewis"",""F. V. Hunt""]",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1.1916111,high,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,"Jour. Acous. Soc. Amer., vol. 12, pp. 348-365, January 1941",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,A Theory of Tracing Distortion in Sound Reproduction from Phonograph Records,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Journal Article,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,10.1121/1.1916111,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://doi.org/10.1121/1.1916111,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Acoustical Society of America,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,null,true,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1941-01-01,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,null,null,null,undefined,null,null,null,null,null,null,undefined,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,undefined,undefined,null,null,null,null,undefined,null,null,null,undefined,null,null,null,null,null,null,null,undefined,null,undefined,null
"[""Ralph M. Evans"",""W. T. Hanson Jr"",""W. Lyle Brewer""]",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1.3061757,high,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,"Physics Today 7, 9, 18 (1954)",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Principles of Color Photography,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Journal Article,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,10.1063/1.3061757,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://doi.org/10.1063/1.3061757,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Physics Today,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,null,true,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1954-09-01,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,null,null,null,undefined,null,null,null,null,null,null,undefined,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,undefined,undefined,null,null,null,null,undefined,null,null,null,undefined,null,null,null,null,null,null,null,undefined,null,undefined,null
"[""R.L. Bradshaw"",""T.W. Reid""]",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,20.105066,high,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,"IEEE Transactions on Magnetics ( Volume: 27, Issue: 5, September 1991)",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Archival stability of IBM 3480/3490 cartridge tapes,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Journal Article,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,10.1109/20.105066,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://doi.org/10.1109/20.105066,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,IEEE,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://ieeexplore.ieee.org/document/105066/,high,Backfilled from url.validate report #resolvedHref,null,resolved,2025-10-09T06:44:21.852Z,true,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1991-09-01,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,null,null,undefined,null,null,null,null,null,null,undefined,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,undefined,undefined,null,null,null,null,undefined,null,null,null,undefined,null,null,null,null,null,null,null,undefined,null,undefined,null
"[""M.C.A. Mathur"",""G.F. Hudson"",""L.D. Hackett""]",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,20.179492,high,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,"IEEE Transactions on Magnetics ( Volume: 28, Issue: 5, September 1992)",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,A detailed study of the environmental stability of metal particle tapes,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Journal Article,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,10.1109/20.179492,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://doi.org/10.1109/20.179492,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,IEEE,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://ieeexplore.ieee.org/document/179492/,high,Backfilled from url.validate report #resolvedHref,null,resolved,2025-10-09T06:44:21.852Z,true,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1992-09-01,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,need to add references,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,null,null,undefined,null,null,null,null,null,null,undefined,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,undefined,undefined,null,null,null,null,undefined,null,null,null,undefined,null,null,null,null,null,null,null,undefined,null,undefined,null
"[""Y. Okazaki"",""K. Hara"",""T. Kawashima"",""A. Sato"",""T. Hirano""]",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,20.179493,high,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,"IEEE Transactions on Magnetics ( Volume: 28, Issue: 5, September 1992)",medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Estimating the archival life of metal particulate tape,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,Journal Article,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,10.1109/20.179493,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://doi.org/10.1109/20.179493,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,IEEE,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,https://ieeexplore.ieee.org/document/179493/,high,Backfilled from url.validate report #resolvedHref,null,resolved,2025-10-09T06:44:21.852Z,true,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,1992-09-01,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,need to add references,medium,"Legacy data, has not been verified",manual,2025-07-01T00:00:00Z,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,null,null,undefined,null,null,null,null,null,null,undefined,undefined,null,null,null,null,null,null,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,null,null,null,null,null,undefined,undefined,undefined,null,null,null,null,undefined,null,null,null,undefined,null,null,null,null,null,null,null,undefined,null,undefined,null
